NDEV_0865	K01491
NADRNF5_2133	K00067
NSED_08570	K00973
SU86_006965	K00973
T478_1068	K03163
NMSP_0375	K03163
NADRNF5_0616	K03163
SU86_008890	K03163
Nmar_1319	K00571
NADRNF5_0620	K03116
SU86_008955	K03116
T478_1062	K03183
CENSYa_0175	K03432
Ngar_c20740	K07006
T478_1059	K00260
T478_1059	K00260
T478_1058	K18594
NPIRD3C_0816	K18594
T478_1057	K15019
NKOR_07345	K13628
NPIRD3C_0823	K02316
NPIRD3C_0824	K07732
NPIRD3C_0826	K14656
NADRNF5_0659	K20215
NSED_07190	K05831
T478_1050	K05827
T478_1049	K05826
T478_1046	K05830
T478_1045	K05828
T478_1044	K05829
T478_1043	K05827
NMSP_0404	K05826
T478_1041	K01940
NSED_07140	K01940
Nmar_1286	K01940
T478_1040	K02051
T478_1040	K02051
T478_1039	K02049
Nmar_1284	K02049
T478_1037	K02050
T478_1037	K02050
NCAV_0622	K00549
NCAV_0620	K00549
NKOR_07210	K02910
NPIRD3C_0851	K03531
Nmar_1261	K15865
T478_1027	K01744
T478_1026	K00368
T478_1026	K00368
T478_1025	K00058
T478_1025	K00058
SU86_009200	K00058
Nmar_1254	K02877
SU86_008315	K10946
T478_1019	K03546
T478_1019	K03546
T478_1017	K03547
T478_1016	K06915
NSED_06950	K06989
NMSP_0436	K03517
NPIRD3C_0874	K00767
NDEV_1220	K00767
SU86_000035	K03050
T478_0041	K07124
T478_0039	K07027
NDEV_0060	K24104
NMSP_0043	K00872
T478_0037	K00872
NMSP_0042	K06920
NPIRD3C_0301	K06920
Nmar_0038	K01495
NADRNF5_0031	K10026
NADRNF5_0031	K10026
NPIRD3C_0174	K01262
NADRNF5_0146	K00566
T478_1438	K09152
T478_1437	K07041
NADRNF5_0144	K07041
NMSP_1646	K03433
T478_1440	K00096
T478_1440	K00096
NDEV_2062	K00952
NKOR_09245	K03768
NDEV_2078	K13010
T478_1463	K01866
SU86_005980	K05934
NADRNF5_0117	K05934
T478_1464	K00928
NADRNF5_0114	K04802
T478_1465	K04802
CENSYa_1421	K03057
T478_1471	K14165
T478_1476	K07130
T478_1476	K07130
Nmar_0007	K03768
NMSP_0004	K03399
T478_0001	K10725
T478_0001	K10725
NKOR_09545	K17104
T478_1481	K13993
T478_1497	K00600
Nmar_1792	K22447
T478_1493	K01915
SU86_006185	K09723
NSED_09550	K07176
Nmar_1782	K07558
SU86_006135	K07558
T478_0009	K07558
SU86_006130	K01975
SU86_006120	K09736
T478_1176	K18604
NMSP_1437	K18603
Nmar_0273	K18603
NSED_01270	K18605
NKOR_01220	K24129
T478_1172	K00330
T478_1171	K00331
NMSP_1431	K00333
NPIRD3C_0670	K00337
SU86_008075	K00338
NPIRD3C_0673	K05576
T478_1164	K00342
T478_1163	K00341
T478_1161	K00343
Nmar_0287	K02523
NADRNF5_1963	K06137
SU86_008150	K03120
NADRNF5_0373	K03120
NADRNF5_1962	K00762
NKOR_01305	K03789
SU86_004270	K22736
T478_0267	K06898
NDEV_0299	K06898
T478_0268	K00024
T478_0268	K00024
NDEV_0297	K09121
NPIRD3C_0744	K06864
NDEV_0295	K04487
T478_0273	K03053
NADRNF5_1905	K13798
SU86_004215	K03041
SU86_004215	K03041
NKOR_01595	K03041
Nmar_0348	K03041
NADRNF5_1900	K02908
NSED_01700	K02600
CENSYa_0445	K02950
NADRNF5_1897	K02992
T478_1144	K02992
T478_1140	K06940
SU86_004160	K01869
T478_1138	K01872
SU86_004155	K01872
NKOR_01755	K02869
Desru_3401	K00382
BBF96_05545	K00382
QT03_C0001G0351	K03800
Aboo_1106	K03800
QT03_C0001G0350	K03800
TepiRe1_0386	K00283
Dred_0722	K00282
GC56T3_1063	K00282
BBF96_05575	K02437
T478_0254	K01069
NPIRD3C_0723	K17759
NKOR_01450	K07477
T478_0252	K07477
NADRNF5_1934	K03058
NPIRD3C_0719	K01689
NPIRD3C_0718	K02967
NADRNF5_1937	K00869
T478_0246	K06981
T478_0246	K06981
T478_0245	K01823
T478_0244	K13787
NMSP_1397	K01885
SU86_004410	K01885
NSED_01500	K01885
T478_0233	K05710
NPIRD3C_0709	K09721
T478_0228	K03284
NSED_08410	K15449
T478_0225	K15449
Nmar_1530	K02428
NKOR_08330	K08851
NADRNF5_0358	K01409
NDEV_0263	K06942
NKOR_08345	K06942
NKOR_08350	K18532
NDEV_0261	K18779
T478_1256	K18779
NPIRD3C_0012	K07577
SU86_004510	K03660
T478_1266	K00412
NPIRD3C_0080	K21029
SU86_004555	K21029
SU86_004560	K01733
NDEV_1912	K01733
NPIRD3C_0083	K01496
SU86_004575	K02500
NMSP_0207	K01814
Nmar_1553	K01814
NMSP_0206	K02501
NSED_00730	K01693
T478_1290	K00817
T478_1289	K00013
T478_1289	K00013
T478_1288	K00765
SU86_004610	K00765
T478_1287	K00054
T478_1287	K00054
NADRNF5_0331	K00054
NDEV_0941	K02931
NSED_04430	K02987
NKOR_04400	K02895
NSED_04435	K02895
NADRNF5_1271	K02874
NDEV_0935	K02904
T478_0712	K02982
NMSP_0761	K02890
NKOR_04435	K02965
NADRNF5_1264	K02892
NADRNF5_1263	K02930
T478_0717	K02906
SU86_002165	K02906
NADRNF5_1260	K09142
SU86_002175	K03432
NKOR_04490	K00639
T478_0725	K01012
NDEV_0955	K00833
T478_0726	K00833
T478_0726	K00833
T478_0726	K00833
T478_0728	K01935
Nmar_0828	K01641
NKOR_04585	K00150
T478_0732	K03699
T478_0733	K01733
NSED_04630	K00626
SU86_001935	K00626
NPIRD3C_1360	K00320
T478_0741	K00966
T478_0741	K00966
T478_0741	K00966
SU86_001890	K01589
T478_0747	K01588
SU86_001880	K01754
T478_0746	K01754
T478_0751	K01768
NADRNF5_1206	K01759
NSED_04730	K07023
NKOR_04890	K02434
NMSP_0560	K22881
NSED_05710	K22881
SU86_001140	K03821
NKOR_05620	K05714
NADRNF5_1296	K00764
Nmar_0959	K00053
T478_0626	K01849
T478_0645	K13722
SU86_001285	K07588
T478_0628	K01848
NADRNF5_1020	K05606
CENSYa_0457	K20989
NSED_07645	K01428
SU86_007690	K01430
NMSP_0015	K03187
SU86_007700	K03188
NSED_07670	K03189
NFRAN_1484	K03189
NCAV_0993	K03190
T478_0636	K01006
T478_0637	K01803
T478_0638	K15383
NKOR_05375	K02319
T478_0639	K02319
T478_0639	K02319
SU86_001390	K01493
CENSYa_1183	K03769
NSED_05245	K02548
NDEV_0795	K01953
NPIRD3C_1243	K01953
NMSP_0930	K07108
T478_0809	K03014
SU86_001470	K09143
NADRNF5_1067	K00809
NPIRD3C_1250	K00809
Nmar_0928	K00809
NSED_00650	K07142
T478_1273	K01951
SU86_004690	K00847
NPIRD3C_0478	K22447
SU86_004695	K22447
T478_1302	K01486
NMSP_0181	K01486
NDEV_1945	K01486
T478_1303	K02929
NMSP_0179	K02978
NADRNF5_0311	K19712
NSED_00595	K02233
Nmar_1583	K02227
T478_1308	K02232
NADRNF5_0308	K02232
NMSP_0174	K04720
T478_1309	K04720
NADRNF5_0306	K00133
NMSP_0173	K00133
T478_1311	K03718
T478_1312	K02257
Nmar_0873	K02042
Nmar_0874	K02041
NPIRD3C_1322	K02041
NSED_04905	K02044
NPIRD3C_1321	K02044
NMSP_1539	K16874
T478_1315	K16874
NPIRD3C_0452	K03626
SU86_005090	K07398
Nmar_1605	K03665
NPIRD3C_0449	K03665
NPIRD3C_0448	K07254
CENSYa_1760	K03136
NPIRD3C_0441	K14654
T478_1328	K08096
NDEV_1969	K00794
T478_1330	K02858
T478_1331	K00793
T478_1332	K01644
T478_1332	K01644
Nmar_1624	K02966
NSED_08855	K03540
NMSP_1568	K14568
NADRNF5_0255	K14568
NSED_08870	K00525
SU86_005385	K00525
T478_0095	K00789
NADRNF5_2190	K04796
NKOR_00180	K04482
T478_0101	K03724
NPIRD3C_0133	K03724
Nmar_0088	K03724
SU86_006725	K01990
T478_0102	K01990
T478_0102	K01990
NPIRD3C_0130	K01992
SU86_006740	K09726
NDEV_1910	K09726
T478_0107	K03687
T478_0108	K04043
T478_0108	K04043
SU86_006760	K03686
T478_0113	K03330
T478_0114	K09482
NADRNF5_2173	K13525
T478_0116	K02886
SU86_006800	K01512
T478_0122	K03926
T478_0121	K06965
NADRNF5_2166	K06965
T478_0121	K06965
NMSP_0118	K03709
SU86_006840	K03709
NPIRD3C_0105	K23356
NSED_00270	K23356
T478_0128	K06937
NPIRD3C_0971	K01491
NSED_06480	K01934
NADRNF5_0769	K01945
NKOR_06660	K01945
Nmar_1119	K01945
NSED_09520	K12410
SU86_006110	K12410
NDEV_0028	K12410
T478_0924	K01870
T478_0924	K01870
T478_0924	K01870
NKOR_06665	K01870
T478_0926	K01903
T478_0927	K01902
NADRNF5_0764	K01902
SU86_000375	K02927
NSED_00455	K03183
NMSP_0645	K02033
Nmar_0718	K02034
T478_0653	K02034
NKOR_07930	K00946
NMSP_0300	K02948
T478_0330	K14415
NADRNF5_2106	K00059
NPIRD3C_0496	K00059
T478_0327	K01756
NMSP_0294	K01953
T478_0328	K01953
NADRNF5_0423	K01724
Nmar_1477	K01873
NMSP_0290	K01873
T478_0324	K01873
T478_0325	K08681
T478_0325	K08681
SU86_008450	K06215
T478_0257	K02986
T478_0258	K02952
NKOR_01315	K15429
NKOR_01320	K06174
Nmar_0295	K06174
T478_1213	K00615
T478_1212	K00615
T478_1211	K00616
NADRNF5_0373	K03120
T478_0283	K07159
NADRNF5_0378	K04748
NKOR_00160	K02188
SU86_006680	K02189
T478_0092	K02189
SU86_006675	K03795
T478_0089	K06042
T478_0090	K02224
NMSP_0081	K19221
T478_0087	K03237
NPIRD3C_0145	K03237
T478_0086	K11130
NPIRD3C_0148	K07158
SU86_006630	K03242
T478_0068	K02991
NKOR_00085	K01951
NPIRD3C_0154	K09118
T478_0063	K09118
NADRNF5_2209	K09118
NMSP_0068	K02683
NKOR_00075	K02683
NDEV_0091	K18882
NPIRD3C_0156	K18882
SU86_000040	K03049
NPIRD3C_0876	K03049
T478_0495	K03593
NKOR_06995	K09735
T478_0499	K15987
NSED_06885	K09143
NPIRD3C_0889	K21140
T478_0506	K02257
SU86_000105	K02257
T478_0508	K03232
NMSP_0453	K17830
T478_0510	K17830
NPIRD3C_0902	K04794
Nmar_1199	K18235
T478_0257	K02986
T478_0258	K02952
NKOR_01315	K15429
NMSP_1414	K15429
NKOR_01320	K06174
T478_1213	K00615
T478_1212	K00615
T478_1211	K00616
NADRNF5_0373	K03120
T478_0283	K07159
NADRNF5_0378	K04748
T478_1150	K06174
NDEV_0080	K01776
T478_0051	K09128
NKOR_00025	K02191
T478_0053	K02191
T478_0054	K03394
NDEV_0079	K05936
NADRNF5_0002	K01776
NADRNF5_0002	K01776
NPIRD3C_0158	K01880
NKOR_00060	K01880
NADRNF5_2213	K01880
NADRNF5_2212	K01151
NMSP_0625	K03524
NPIRD3C_1164	K03524
Nmar_0479	K02040
T478_0583	K03124
NDEV_0660	K00384
NADRNF5_1078	K17884
NADRNF5_1076	K01480
T478_0798	K01480
NPIRD3C_1252	K01868
T478_0799	K01868
Nmar_0784	K01923
Nmar_0963	K01874
NKOR_05460	K01251
SU86_001230	K01916
NMSP_0653	K01883
NSED_05570	K01883
NPIRD3C_1168	K06942
CENSYa_1398	K07466
NSED_02555	K01698
SU86_003575	K01698
NKOR_02620	K02492
NMSP_1164	K02492
SU86_003565	K24866
NPIRD3C_1766	K22225
Nmar_0512	K22225
T478_0382	K09013
T478_0382	K09013
NMSP_1158	K09013
T478_0383	K03124
T478_0383	K03124
NADRNF5_1668	K03124
Nmar_0784	K01923
NADRNF5_1275	K02954
NSED_04415	K02994
T478_0703	K02994
NKOR_04375	K02933
T478_0444	K01719
T478_0444	K01719
Nmar_0495	K09014
T478_0445	K09014
NKOR_02540	K09014
T478_0446	K09015
NDEV_0450	K05710
T478_0448	K11717
T478_0449	K04488
NKOR_02570	K00927
SU86_002165	K02906
NDEV_0935	K02904
NMSP_0757	K02961
CENSYa_0867	K02874
NSED_04435	K02895
NKOR_04400	K02895
NSED_04430	K02987
Nmar_0798	K02987
Nmar_0797	K02931
NSED_04425	K02931
T478_0704	K02954
NMSP_0751	K02994
NADRNF5_1277	K02933
T478_1217	K03726
NADRNF5_2002	K09791
T478_1203	K18855
NDEV_1854	K18855
T478_1203	K18855
T478_1202	K00826
Nmar_0253	K00528
T478_1200	K00528
SU86_001140	K03821
NSED_05710	K22881
NMSP_0560	K22881
T478_0768	K02434
T478_0769	K02433
Arcpr_1206	K09691
NPIRD3C_0028	K09690
SU86_006860	K01784
T478_0133	K01784
Nmar_0797	K02931
NSED_04425	K02931
T478_0704	K02954
NMSP_0751	K02994
NKOR_04375	K02933
T478_0702	K02933
NPIRD3C_1427	K02933
T478_0702	K02933
T478_0694	K09738
NDEV_0811	K06942
NPIRD3C_1374	K01641
T478_0822	K01251
T478_0891	K00008
NPIRD3C_1035	K06953
NADRNF5_0851	K06953
SU86_000700	K01955
SU86_000700	K01955
NADRNF5_0850	K01955
T478_0210	K02275
NADRNF5_2099	K15634
T478_0207	K06988
T478_0207	K06988
T478_0205	K14260
SU86_003440	K03263
NSED_02670	K06927
T478_0394	K03106
SU86_003430	K03106
NSED_02680	K07583
NPIRD3C_1045	K01649
NKOR_06420	K00052
NPIRD3C_1051	K09759
T478_0883	K02031
T478_0883	K02031
Nmar_0959	K00053
T478_0626	K01849
SU86_001275	K13722
NKOR_08540	K00796
NSED_00655	K00796
NPIRD3C_0486	K00088
NADRNF5_0322	K00088
NSED_00670	K04518
NDEV_0840	K01955
NKOR_06490	K01956
SU86_000675	K12196
NDEV_0837	K12196
SU86_000675	K12196
T478_0811	K03622
T478_0809	K03014
SU86_001470	K09143
NADRNF5_1067	K00809
NPIRD3C_1250	K00809
Nmar_1431	K03424
T478_0346	K03424
NMSP_0316	K02962
NMSP_0318	K06963
NSED_07825	K07566
NPIRD3C_0229	K05802
NKOR_09435	K05802
T478_0017	K05802
T478_0015	K00948
SU86_006095	K00948
SU86_006105	K00784
NSED_09515	K00784
SU86_006105	K00784
NSED_07590	K00759
T478_0375	K00772
NADRNF5_0479	K00772
Nmar_1198	K06176
Nmar_1198	K06176
NPIRD3C_0912	K13953
T478_0523	K06888
T478_0523	K06888
NPIRD3C_0914	K06888
SU86_000215	K06888
T478_0888	K01652
T478_0888	K01652
SU86_000840	K01653
NMSP_0546	K01653
SU86_000845	K01649
SU86_006865	K13015
SU86_006865	K13015
SU86_006865	K13015
T478_0137	K01953
NKOR_09435	K05802
Nmar_0500	K00927
T478_0515	K07304
CSUB_C1591	K03644
CENSYa_0032	K20074
SU86_008275	K01875
NPIRD3C_2155	K02956
SU86_002265	K03186
T478_0672	K03186
T478_0672	K03186
NMSP_0730	K03116
Nmar_0774	K03118
NADRNF5_1303	K03118
NKOR_06635	K11175
SU86_000575	K07005
T478_0912	K07005
NSED_06435	K14728
T478_0910	K18602
T478_0199	K03271
NDEV_1100	K07023
NADRNF5_1206	K01759
NADRNF5_1440	K01895
T478_0830	K01895
NPIRD3C_0658	K01092
NADRNF5_1267	K02982
CENSYa_0867	K02874
NMSP_0757	K02961
NDEV_0935	K02904
T478_0416	K03455
NKOR_02770	K09763
T478_1093	K15635
NSED_02705	K15635
SU86_003400	K15635
T478_1093	K15635
NADRNF5_1644	K15635
NMSP_0121	K07151
NDEV_0103	K07151
NPIRD3C_0146	K07151
NADRNF5_2201	K07151
CENSYa_0624	K08321
T478_0889	K08321
NMSP_0542	K00008
T478_0891	K00008
NADRNF5_0017	K00958
Nmar_0052	K10773
Nmar_0537	K15635
SU86_003395	K00965
SU86_003395	K00965
NPIRD3C_0607	K09141
NSED_00885	K06990
NSED_00895	K04069
NPIRD3C_1909	K01170
SU86_003755	K02866
NSED_02310	K03455
T478_0412	K00858
NSED_02275	K07060
Nmar_0437	K10848
NADRNF5_1738	K04798
NPIRD3C_1928	K02921
T478_0406	K12589
T478_0405	K11600
NKOR_02145	K03679
NSED_02240	K03679
T478_0403	K14574
NADRNF5_1745	K03047
SU86_003910	K02883
Nmar_0426	K02871
T478_0399	K02996
NADRNF5_1752	K01704
SU86_003945	K01703
T478_1101	K00175
SU86_003975	K00174
T478_1106	K15736
Smon_0060	K00558
T478_1109	K11131
T478_1110	K00945
T478_1112	K00939
NSED_01945	K03076
T478_1114	K02876
T478_1115	K02907
Nmar_0399	K02988
NKOR_01970	K02881
Nmar_0397	K00611
SU86_004060	K03110
T478_1120	K04797
T478_1121	K04564
T478_1124	K14647
T478_1123	K01610
NMSP_1334	K02912
NADRNF5_1789	K02885
SU86_004100	K00567
SU86_004105	K09716
NKOR_01900	K07342
NDEV_0330	K02601
NADRNF5_1794	K02867
NPIRD3C_1986	K03718
SU86_004130	K02863
T478_1134	K02864
T478_1211	K00616
T478_1212	K00615
T478_1213	K00615
NKOR_01320	K06174
NPIRD3C_0684	K15429
NADRNF5_1959	K03789
NADRNF5_1962	K00762
NADRNF5_0373	K03120
NPIRD3C_0678	K06137
Nmar_0287	K02523
T478_1161	K00343
NDEV_1820	K00343
T478_1163	K00341
T478_1164	K00342
NPIRD3C_0673	K05576
SU86_008075	K00338
NPIRD3C_0670	K00337
T478_1169	K00333
T478_1171	K00331
T478_1172	K00330
CENSYa_1663	K24129
NSED_01270	K18605
SU86_008035	K18603
T478_1176	K18604
T478_1178	K04800
NPIRD3C_0658	K01092
T478_0218	K00826
NDEV_0172	K00928
SU86_006355	K00860
NADRNF5_2052	K03469
T478_1249	K18593
T478_1248	K14534
NKOR_00865	K13280
NPIRD3C_0600	K03671
NMSP_1497	K01464
T478_1241	K01807
CENSYa_0036	K02922
NSED_00930	K04796
NADRNF5_2038	K01470
NADRNF5_2037	K01433
Nmar_0224	K15778
T478_1232	K02936
T478_0324	K01873
NADRNF5_0423	K01724
T478_0328	K01953
T478_0327	K01756
NMSP_0169	K00059
T478_0330	K14415
NADRNF5_0434	K02948
NKOR_07930	K00946
NMSP_0314	K24450
T478_0346	K03424
NADRNF5_0449	K02962
NPIRD3C_2094	K06963
NSED_07825	K07566
NKOR_07860	K07566
T478_0356	K01939
NMSP_0327	K01591
T478_0358	K01518
NADRNF5_0463	K15888
T478_0361	K08975
Nmar_1412	K03238
NADRNF5_0469	K09148
NSED_02650	K03236
T478_0368	K06961
Nmar_1408	K03167
NSED_07730	K03166
T478_0946	K06941
T478_0375	K00772
T478_0377	K00759
T478_1085	K02427
NMSP_1195	K01990
T478_0438	K01992
T478_0439	K20276
NSED_02415	K07220
NSED_02420	K03306
SU86_007665	K06188
T478_0441	K01845
NPIRD3C_1790	K01749
NPIRD3C_1789	K02303
T478_0444	K01719
Nmar_0495	K09014
T478_0446	K09015
T478_0448	K11717
T478_0449	K04488
NADRNF5_1688	K00927
T478_0515	K07304
CENSYa_1398	K07466
T478_0461	K01698
NPIRD3C_1769	K02492
SU86_003565	K24866
T478_0462	K22225
T478_0382	K09013
NPIRD3C_1761	K03124
NDEV_0510	K03105
NKOR_02685	K02995
T478_0387	K06024
NKOR_02695	K05896
NMSP_1151	K13953
T478_0391	K03263
NPIRD3C_1746	K06927
T478_0394	K03106
NSED_02680	K07583
NKOR_02760	K02977
T478_1092	K09763
T478_1092	K09763
T478_1093	K15635
SU86_003395	K00965
T478_0464	K00621
NKOR_02795	K00966
NKOR_02795	K00966
T478_0467	K21219
T478_0469	K03147
NMSP_1127	K03574
T478_0470	K04517
NMSP_1125	K00812
T478_0472	K01736
NSED_02775	K00800
NKOR_02845	K00891
Nmar_0550	K00014
NDEV_0543	K00014
NKOR_02855	K03785
Nmar_0552	K11646
T478_0480	K16306
T478_0482	K11784
T478_0481	K03182
T478_0488	K03564
NDEV_0562	K09866
NSED_04290	K03186
T478_0670	K06863
T478_0598	K03234
NKOR_03845	K11785
SU86_002430	K18285
NADRNF5_1419	K02033
NADRNF5_1420	K02034
T478_0829	K04799
SU86_001115	K00384
T478_0578	K01845
NADRNF5_0906	K02503
NADRNF5_0903	K15016
NPIRD3C_1124	K03059
SU86_001050	K02946
CENSYa_0406	K03231
NADRNF5_0895	K01622
Nmar_1037	K10747
NADRNF5_0892	K10747
T478_0867	K01170
T478_0870	K07090
SU86_000975	K09005
T478_0561	K21929
NPIRD3C_1057	K03652
NMSP_0575	K02031
NKOR_06405	K09759
NKOR_06420	K00052
T478_0886	K01649
Nmar_1071	K01653
T478_0888	K01652
NKOR_06450	K08321
T478_0891	K00008
NPIRD3C_1035	K06953
SU86_000700	K01955
NKOR_06490	K01956
SU86_000675	K12196
SU86_000645	K07463
T478_0906	K01647
NADRNF5_0777	K11529
Nmar_1110	K18602
NPIRD3C_0998	K14728
T478_0912	K07005
T478_0499	K15987
NVIE_009140	K03657
SU86_005820	K06223
VL20_5285	K00558
Oscil6304_3343	K00558
T478_0325	K08681
SU86_008450	K06215
T478_0320	K01681
T478_0315	K01890
T478_0314	K01889
NPIRD3C_2135	K01867
NDEV_1761	K02201
T478_0298	K10945
SU86_008325	K10944
T478_0303	K06223
NKOR_08210	K02956
NPIRD3C_2158	K01875
NADRNF5_0381	K02984
SU86_008265	K07581
NADRNF5_0378	K04748
T478_0283	K07159
NADRNF5_1873	K02869
T478_1138	K01872
SU86_004160	K01869
SU86_004160	K01869
T478_1140	K06940
NKOR_01630	K02992
CENSYa_0445	K02950
NSED_01700	K02600
NDEV_0314	K02908
NSED_01675	K03041
NADRNF5_1905	K13798
T478_0258	K02952
T478_0257	K02986
SU86_004340	K00820
T478_0254	K01069
NPIRD3C_0723	K17759
NPIRD3C_0721	K07477
NADRNF5_1934	K03058
NKOR_01440	K01689
Nmar_0316	K02967
NADRNF5_1937	K00869
T478_0246	K06981
T478_0245	K01823
T478_0244	K13787
SU86_004410	K01885
SU86_004420	K05710
NPIRD3C_0709	K09721
T478_0228	K03284
NKOR_08320	K15449
Nmar_1530	K02428
T478_0224	K08851
Nmar_1533	K01409
NDEV_0263	K06942
NDEV_0262	K18532
NADRNF5_0355	K18779
NKOR_08370	K07577
SU86_004510	K03660
T478_1266	K00412
NPIRD3C_0080	K21029
SU86_004560	K01733
NPIRD3C_0083	K01496
SU86_004575	K02500
NMSP_0207	K01814
NADRNF5_0337	K02501
NPIRD3C_0087	K01693
T478_1290	K00817
T478_1289	K00013
NSED_00710	K00765
T478_1287	K00054
Nmar_1261	K15865
NKOR_07205	K03531
NKOR_07210	K02910
SU86_009160	K02924
NCAV_0620	K00549
NCAV_0622	K00549
T478_1037	K02050
T478_1039	K02049
T478_1040	K02051
NKOR_07260	K01940
T478_1042	K05826
T478_1043	K05827
T478_1044	K05829
T478_1045	K05828
T478_1046	K05830
T478_1049	K05826
T478_1050	K05827
Nmar_1296	K05831
NADRNF5_0659	K20215
NPIRD3C_0826	K14656
NKOR_07335	K07732
SU86_009020	K02316
NKOR_07335	K07732
T478_1027	K01744
T478_1026	K00368
T478_1025	K00058
Nmar_1254	K02877
SU86_008315	K10946
T478_1019	K03546
T478_1017	K03547
T478_1016	K06915
T478_0473	K06989
NSED_06945	K03517
NSED_06935	K00767
SU86_000035	K03050
NPIRD3C_0876	K03049
T478_0495	K03593
T478_0497	K09735
NADRNF5_0313	K01486
NDEV_1946	K02929
SU86_004710	K02978
NMSP_0178	K19712
Nmar_1582	K02233
NPIRD3C_0473	K02227
T478_1308	K02232
NDEV_1952	K04720
SU86_007810	K02979
NDEV_1871	K02896
NDEV_1870	K00940
T478_1227	K03243
SU86_007835	K24956
T478_1224	K01892
T478_1225	K03264
T478_1220	K04801
T478_1219	K09723
NDEV_1860	K10726
T478_1217	K03726
CENSYa_1719	K09791
T478_1203	K18855
T478_1202	K00826
SU86_007920	K00528
NSED_01225	K02492
Nmar_0255	K03622
NSED_01190	K00239
SU86_007965	K00241
NADRNF5_1990	K00242
SU86_007975	K00240
NADRNF5_1987	K01755
NADRNF5_0135	K04719
NADRNF5_2095	K00368
T478_0211	K02274
T478_0210	K02275
SU86_007185	K15634
T478_0207	K06988
NKOR_00680	K14260
NKOR_00550	K08963
SU86_007140	K15916
T478_0192	K07257
NMSP_0146	K15897
NMSP_0147	K18430
T478_0177	K03271
T478_0178	K03273
T478_0176	K07031
T478_0192	K07257
LBJ_1117	K00612
T478_1309	K04720
T478_1310	K00133
T478_1311	K03718
T478_1312	K02257
Nmar_0873	K02042
NPIRD3C_1322	K02041
NADRNF5_1176	K02044
T478_1315	K16874
Nmar_1602	K03626
Nmar_1603	K07398
NPIRD3C_0449	K03665
NSED_08695	K07254
Nmar_1607	K03136
SU86_005130	K14654
NPIRD3C_0439	K08096
SU86_005145	K00794
T478_1330	K02858
NKOR_08800	K00793
T478_1332	K01644
NADRNF5_0260	K06875
Nmar_1624	K02966
NSED_08855	K03540
NMSP_1568	K14568
SU86_005385	K00525
NKOR_08860	K21636
T478_1344	K07068
T478_1345	K00626
NSED_08895	K07479
T478_1346	K11206
Nmar_1634	K01821
NSED_00890	K09141
T478_1086	K00555
NMSP_0352	K03470
NPIRD3C_2053	K04795
T478_1082	K14564
T478_1081	K17828
T478_1080	K02823
NADRNF5_0493	K02983
NADRNF5_0495	K04483
CENSYa_0466	K02889
NKOR_07670	K07572
NKOR_07665	K02528
Nmar_1380	K02493
CENSYa_0471	K00030
T478_0418	K03651
NKOR_07485	K03163
Nmar_1319	K00571
NPIRD3C_0807	K03116
T478_1062	K03183
T478_1061	K03432
NTE_03255	K07006
T478_1059	K00260
NADRNF5_0651	K18594
T478_1057	K15019
T478_1056	K13628
NADRNF5_0656	K02316
T478_1364	K14166
NPIRD3C_0326	K00721
NSED_08980	K00609
Nmar_1687	K00610
NDEV_1999	K02123
NDEV_1999	K02123
NDEV_2000	K02107
NDEV_2002	K02120
NDEV_2003	K02118
NDEV_2004	K02117
NFRAN_0341	K02122
NDEV_2006	K02119
NDEV_2007	K02121
NDEV_2008	K02124
NADRNF5_0182	K01011
T478_1378	K03320
NADRNF5_0177	K07464
SU86_005710	K09903
T478_1388	K06885
T478_0937	K08602
T478_0938	K02626
T478_0529	K05592
T478_0523	K06888
T478_0521	K13953
NMSP_0456	K06176
NPIRD3C_0903	K18235
T478_0511	K04794
T478_0510	K17830
NADRNF5_0721	K03232
T478_0506	K02257
NDEV_1212	K21140
T478_0499	K15987
T478_0497	K09735
T478_0670	K06863
T478_0672	K03186
NSED_04300	K03116
Nmar_0774	K03118
NDEV_0917	K23264
T478_0686	K23265
T478_0687	K23269
Nmar_0780	K23269
NADRNF5_1296	K00764
NPIRD3C_1439	K01923
T478_0694	K09738
SU86_000385	K01903
T478_0927	K01902
CENSYa_0108	K02927
NSED_00455	K03183
NMSP_1361	K13798
NPIRD3C_0750	K03053
NDEV_0295	K04487
NPIRD3C_0744	K06864
NDEV_0297	K09121
NKOR_08580	K01486
SU86_004695	K22447
SU86_004690	K00847
NSED_00640	K01951
SU86_004265	K06898
SU86_004270	K22736
T478_0157	K01710
T478_0158	K00973
NADRNF5_2125	K00997
T478_0162	K05606
NPIRD3C_0070	K02078
T478_0166	K22278
SU86_006925	K01784
SU86_006920	K19002
SU86_006915	K01784
NKOR_06635	K11175
NDEV_0865	K01491
NKOR_06655	K01934
Nmar_1119	K01945
NPIRD3C_0486	K00088
CYFUS_002872	K22390
T478_0130	K13010
CSE_12600	K06131
T478_0137	K01953
Tfu_0168	K01463
T478_0133	K01784
NDEV_0103	K07151
NSED_00070	K07151
CRN91_07365	K00122
T478_0128	K06937
NPIRD3C_0105	K23356
SU86_006840	K03709
T478_0121	K06965
T478_0122	K03926
SU86_006800	K01512
NKOR_00270	K02886
SU86_006790	K13525
T478_0114	K09482
T478_0113	K03330
SU86_006760	K03686
T478_0108	K04043
NMSP_0099	K03687
CENSYa_1953	K03724
T478_0086	K11130
NMSP_0097	K09726
NADRNF5_2184	K01992
T478_0102	K01990
