NADRNF5_2213	K01880
NADRNF5_0991	K01874
NADRNF5_0995	K01768
NADRNF5_1001	K03120
NADRNF5_1002	K03124
NADRNF5_1004	K00952
NADRNF5_1005	K00053
NADRNF5_1006	K01849
NADRNF5_1009	K03622
NADRNF5_1010	K03124
NADRNF5_1014	K13722
NADRNF5_1016	K07588
NADRNF5_1017	K01848
NADRNF5_1020	K05606
NADRNF5_1024	K01006
NADRNF5_1025	K01803
NADRNF5_1026	K15383
NADRNF5_1027	K02319
NADRNF5_1028	K01493
NADRNF5_1033	K03769
NADRNF5_1039	K03413
NADRNF5_1043	K23356
NADRNF5_1044	K07333
NADRNF5_1045	K07333
NSED_05285	K07332
NKOR_05310	K07332
NADRNF5_1052	K23255
NADRNF5_1055	K02548
NADRNF5_1060	K01953
NADRNF5_1061	K07108
NADRNF5_1062	K03622
NADRNF5_1063	K03014
NADRNF5_1065	K02975
NADRNF5_1067	K00809
NADRNF5_1075	K01868
NADRNF5_1076	K01480
NADRNF5_1078	K17884
NADRNF5_1079	K02976
NADRNF5_1080	K23356
NADRNF5_1086	K00858
NADRNF5_1087	K01937
NADRNF5_1089	K01695
NADRNF5_1090	K01696
NADRNF5_1091	K01609
NADRNF5_1092	K00766
NADRNF5_1094	K01658
NADRNF5_1095	K01657
NADRNF5_1106	K03284
NADRNF5_1107	K10716
NADRNF5_1115	K07045
NSED_07395	K00681
NPIRD3C_1109	K00681
NADRNF5_1118	K01458
NADRNF5_1119	K03455
NADRNF5_1127	K10716
NADRNF5_1129	K03699
NADRNF5_1135	K01921
NADRNF5_1136	K03885
NADRNF5_1140	K00681
NADRNF5_1163	K03722
NADRNF5_1165	K01687
NADRNF5_1168	K02503
NADRNF5_1169	K03265
NADRNF5_1176	K02044
NADRNF5_1177	K02041
NADRNF5_1178	K02042
NADRNF5_1179	K06863
NADRNF5_1182	K09759
NADRNF5_1184	K02433
NADRNF5_1185	K02434
NADRNF5_1187	K01895
NADRNF5_1188	K00812
NADRNF5_1190	K23356
NADRNF5_1191	K07991
NADRNF5_1192	K23356
NADRNF5_1198	K07023
NADRNF5_1199	K00798
NADRNF5_1202	K03413
NADRNF5_1206	K01759
NADRNF5_1211	K01768
NADRNF5_1213	K01754
NADRNF5_1214	K01588
NADRNF5_1215	K01589
NADRNF5_1219	K00966
NADRNF5_1222	K00626
NADRNF5_1223	K07068
NADRNF5_1233	K01733
NADRNF5_1234	K03699
NADRNF5_1235	K00150
NADRNF5_1243	K01641
NADRNF5_1247	K01935
NADRNF5_1248	K00833
NADRNF5_1249	K01012
NPIRD3C_1402	K00639
Nmar_0819	K00639
Nmar_0819	K00639
NADRNF5_1251	K06196
NADRNF5_1257	K09738
NADRNF5_1259	K03432
NADRNF5_1260	K09142
NADRNF5_1262	K02906
NADRNF5_1263	K02930
NADRNF5_1264	K02892
NADRNF5_1265	K02965
NADRNF5_1266	K02890
NADRNF5_1267	K02982
NADRNF5_1268	K02904
NADRNF5_1269	K03538
NADRNF5_1270	K02961
NADRNF5_1271	K02874
NADRNF5_1272	K02895
NADRNF5_1273	K02987
NADRNF5_1274	K02931
NADRNF5_1275	K02954
NADRNF5_1276	K02994
NADRNF5_1277	K02933
NKOR_04320	K01923
NSED_04355	K01923
NADRNF5_1296	K00764
NADRNF5_1297	K23269
NADRNF5_1298	K23265
NADRNF5_1299	K23264
NADRNF5_1303	K03118
NADRNF5_1304	K03116
NADRNF5_1306	K03186
NADRNF5_1308	K06863
NADRNF5_1316	K03498
NADRNF5_1326	K00588
NADRNF5_1342	K06893
NADRNF5_1344	K15342
NADRNF5_1357	K07451
NADRNF5_1372	K07448
NADRNF5_1375	K19085
NADRNF5_1379	K15342
NADRNF5_1381	K03234
NKOR_03845	K11785
NKOR_03845	K11785
NADRNF5_1389	K18285
NADRNF5_1396	K00104
NADRNF5_1402	K03413
NADRNF5_1404	K03413
NADRNF5_1408	K04564
NPIRD3C_1516	K07159
NSED_03745	K07159
NADRNF5_1419	K02033
NADRNF5_1420	K02034
NADRNF5_1431	K19286
NADRNF5_1437	K04799
NADRNF5_1440	K01895
NADRNF5_1444	K07305
NADRNF5_1446	K00003
NADRNF5_1448	K09122
NADRNF5_1449	K03433
NADRNF5_1451	K15977
NADRNF5_1453	K17758
NADRNF5_1454	K07442
NADRNF5_1460	K07006
NADRNF5_1461	K06869
NADRNF5_1463	K00027
NADRNF5_1464	K01887
NADRNF5_1465	K22223
NADRNF5_1468	K06944
NADRNF5_1472	K01011
NADRNF5_1473	K00392
NADRNF5_1474	K22699
NADRNF5_1476	K00024
NADRNF5_1483	K00384
NADRNF5_1485	K12339
NADRNF5_1486	K04085
NADRNF5_1488	K12234
NADRNF5_1489	K01079
NADRNF5_1491	K01881
NSED_03365	K18911
NSED_03355	K03529
Nmar_0651	K03529
NADRNF5_1499	K01858
NADRNF5_1500	K00809
NADRNF5_1501	K06869
NADRNF5_1504	K03832
NADRNF5_1506	K04479
NADRNF5_1514	K00020
NADRNF5_1516	K09120
NADRNF5_1519	K17830
NADRNF5_1524	K11212
NADRNF5_1525	K14941
NADRNF5_1526	K03124
NADRNF5_1528	K03113
NADRNF5_1529	K07143
NADRNF5_1531	K08979
NADRNF5_1533	K02035
NADRNF5_1534	K09140
NADRNF5_1558	K01265
NADRNF5_1561	K03120
NADRNF5_1562	K06878
NADRNF5_1568	K11780
NADRNF5_1569	K11781
NADRNF5_1570	K03592
NADRNF5_1571	K07301
NADRNF5_1573	K03320
NADRNF5_1574	K04751
NADRNF5_1577	K04751
NADRNF5_1579	K06869
NADRNF5_1580	K01933
NADRNF5_1584	K07739
NADRNF5_1585	K04566
NADRNF5_1588	K07006
NADRNF5_1594	K02217
NADRNF5_1597	K01246
NADRNF5_1601	K01061
NADRNF5_1606	K00812
NADRNF5_1611	K01989
NADRNF5_1619	K09866
NADRNF5_1620	K03564
NADRNF5_1623	K03182
NADRNF5_1624	K11784
NADRNF5_1625	K16306
NADRNF5_1626	K11646
NADRNF5_1627	K03785
NADRNF5_1628	K00014
NADRNF5_1629	K00891
NADRNF5_1630	K00800
NADRNF5_1633	K01736
NADRNF5_1634	K00812
NADRNF5_1635	K04517
NADRNF5_1636	K03574
NADRNF5_1637	K03147
NADRNF5_1639	K21219
NADRNF5_1640	K00966
NADRNF5_1641	K00621
NADRNF5_1643	K00965
NADRNF5_1644	K15635
NADRNF5_1645	K09763
NADRNF5_1647	K02977
NADRNF5_1652	K07583
NADRNF5_1653	K03106
NADRNF5_1654	K06927
NADRNF5_1655	K03263
NADRNF5_1657	K03704
NADRNF5_1658	K03236
NADRNF5_1659	K06940
NADRNF5_1662	K13953
NADRNF5_1663	K05896
NADRNF5_1664	K06024
NADRNF5_1665	K02995
NADRNF5_1666	K03105
NADRNF5_1668	K03124
NADRNF5_1669	K09013
NADRNF5_1670	K09131
NADRNF5_1674	K22225
NADRNF5_1675	K24866
NADRNF5_1676	K02492
NADRNF5_1677	K01698
NKOR_02605	K06950
Nmar_0507	K06950
NADRNF5_1688	K00927
NADRNF5_1690	K04488
NADRNF5_1691	K11717
NADRNF5_1692	K05710
NADRNF5_1694	K09014
NADRNF5_1695	K01719
NADRNF5_1696	K02303
NPIRD3C_1790	K01749
NSED_02460	K01749
NADRNF5_1698	K01845
NADRNF5_1702	K06188
NADRNF5_1703	K03741
NADRNF5_1704	K03892
NADRNF5_1706	K07086
NADRNF5_1709	K01992
NADRNF5_1710	K01990
NADRNF5_1720	K14741
NADRNF5_1723	K01170
NADRNF5_1724	K02866
NADRNF5_1727	K03455
NADRNF5_1733	K01011
NADRNF5_1734	K00858
NADRNF5_1735	K07060
NADRNF5_1736	K01011
NADRNF5_1737	K10848
NADRNF5_1738	K04798
NADRNF5_1740	K02921
NADRNF5_1741	K12589
NADRNF5_1742	K11600
NADRNF5_1743	K03679
NADRNF5_1744	K14574
NADRNF5_1745	K03047
NADRNF5_1746	K02883
NADRNF5_1747	K02871
NADRNF5_1748	K02996
NADRNF5_1749	K00966
NADRNF5_1750	K01704
NADRNF5_1751	K01703
NADRNF5_1752	K01704
NADRNF5_1753	K01703
NADRNF5_1755	K03265
NADRNF5_1761	K00175
NADRNF5_1762	K00174
NADRNF5_1764	K00015
NADRNF5_1767	K15736
NADRNF5_1773	K11131
NADRNF5_1774	K00945
NADRNF5_1776	K00939
NADRNF5_1777	K03076
NADRNF5_1778	K02876
NADRNF5_1779	K02907
NADRNF5_1780	K02988
NADRNF5_1781	K02881
NADRNF5_1782	K00611
NADRNF5_1783	K03110
NADRNF5_1784	K04797
NADRNF5_1785	K04564
NADRNF5_1786	K14647
NADRNF5_1787	K01610
NADRNF5_1788	K02912
NADRNF5_1789	K02885
NADRNF5_1790	K00567
NADRNF5_1791	K09716
NADRNF5_1792	K07342
NADRNF5_1793	K02601
NADRNF5_1794	K02867
NADRNF5_1797	K02044
NADRNF5_1798	K03413
NADRNF5_1799	K01652
NADRNF5_1802	K03718
NADRNF5_1803	K02863
NADRNF5_1804	K02864
NADRNF5_1811	K09149
NADRNF5_1816	K01759
NADRNF5_1833	K02040
NADRNF5_1835	K02037
NADRNF5_1836	K02038
NADRNF5_1837	K02036
NADRNF5_1838	K02039
NADRNF5_1840	K03413
NADRNF5_1844	K04751
NADRNF5_1845	K04564
NADRNF5_1851	K01768
NADRNF5_1854	K03124
NADRNF5_1855	K13993
NADRNF5_1859	K15977
NADRNF5_1864	K07301
NADRNF5_1873	K02869
NADRNF5_1876	K01872
NADRNF5_1877	K01869
NADRNF5_1887	K03413
NADRNF5_1895	K06940
NADRNF5_1897	K02992
NADRNF5_1898	K02950
NADRNF5_1899	K02600
NADRNF5_1900	K02908
NADRNF5_1903	K04796
NADRNF5_1904	K03041
NADRNF5_1905	K13798
NADRNF5_1906	K03053
NADRNF5_1911	K04487
NADRNF5_1912	K06864
NADRNF5_1913	K09121
NADRNF5_1914	K00024
NADRNF5_1915	K06898
NADRNF5_1921	K07238
NADRNF5_1925	K02952
NADRNF5_1926	K02986
NADRNF5_1927	K00820
NADRNF5_1929	K01069
NADRNF5_1930	K17759
NADRNF5_1933	K07477
NADRNF5_1934	K03058
NADRNF5_1935	K01689
NADRNF5_1936	K02967
NADRNF5_1937	K00869
NADRNF5_1938	K06981
NADRNF5_1939	K01823
NADRNF5_1940	K13787
NADRNF5_1941	K01885
NADRNF5_1944	K05710
NADRNF5_1945	K09721
NADRNF5_1948	K03284
NADRNF5_1950	K00616
NADRNF5_1951	K00615
NADRNF5_1952	K00615
NADRNF5_1954	K01255
NADRNF5_1956	K06174
Nmar_0294	K15429
NPIRD3C_0684	K15429
NADRNF5_1959	K03789
NADRNF5_1962	K00762
NADRNF5_1963	K06137
NADRNF5_1964	K02523
NADRNF5_1965	K00343
NADRNF5_1966	K00341
NADRNF5_1967	K00342
NADRNF5_1968	K05576
NADRNF5_1969	K05578
NADRNF5_1970	K00338
NADRNF5_1971	K00337
NMSP_1431	K00333
NSED_01285	K00331
NADRNF5_1974	K00330
NADRNF5_1975	K24129
NADRNF5_1976	K18605
NADRNF5_1977	K18603
NADRNF5_1978	K18604
NADRNF5_1980	K04800
NADRNF5_1982	K01092
NADRNF5_1983	K00528
NADRNF5_1985	K02492
NADRNF5_1987	K01755
NADRNF5_1989	K00240
NADRNF5_1990	K00242
NADRNF5_1991	K00241
NADRNF5_1992	K00239
NADRNF5_1996	K03622
NADRNF5_1998	K00528
NADRNF5_2000	K00826
NADRNF5_2001	K18855
NADRNF5_2002	K09791
NADRNF5_2005	K02851
NADRNF5_2006	K03726
NADRNF5_2007	K10726
NADRNF5_2008	K09723
NADRNF5_2009	K04801
NADRNF5_2012	K03264
NADRNF5_2013	K01892
NADRNF5_2015	K01174
NADRNF5_2017	K21929
NADRNF5_2025	K06996
NADRNF5_2026	K21138
NADRNF5_2027	K24956
NADRNF5_2031	K03671
NADRNF5_2032	K03243
NADRNF5_2033	K00940
NSED_00960	K02896
NADRNF5_2034	K02979
NADRNF5_2035	K02936
NADRNF5_2036	K15778
NADRNF5_2037	K01433
NADRNF5_2038	K01470
NSED_00930	K04796
NADRNF5_2040	K01807
NADRNF5_2041	K00573
NADRNF5_2043	K01464
NADRNF5_2047	K03671
NADRNF5_2049	K13280
NADRNF5_2050	K14534
NADRNF5_2051	K18593
NADRNF5_2052	K03469
NADRNF5_2064	K00826
NADRNF5_2066	K00928
NADRNF5_2067	K02563
NADRNF5_2087	K03413
NADRNF5_2088	K22010
NADRNF5_2089	K03413
NADRNF5_2095	K00368
NADRNF5_2096	K02274
NADRNF5_2097	K02275
NADRNF5_2099	K15634
NADRNF5_2100	K06988
NADRNF5_2103	K14260
NADRNF5_2106	K00059
NADRNF5_2112	K08963
NADRNF5_2113	K15916
NADRNF5_2114	K01784
NADRNF5_2115	K07257
NADRNF5_2116	K13010
NADRNF5_2117	K18430
NADRNF5_2119	K15894
NADRNF5_2123	K01916
NADRNF5_2125	K00997
NADRNF5_2127	K01897
NADRNF5_2130	K19294
NADRNF5_2131	K01790
NADRNF5_2132	K01710
NADRNF5_2133	K00067
NADRNF5_2141	K00973
T478_0166	K22278
SU86_006930	K22278
NADRNF5_2145	K13327
NADRNF5_2148	K01711
NADRNF5_2152	K18431
NADRNF5_2153	K15894
NADRNF5_2155	K18429
NADRNF5_2156	K19294
A7L45_16770	K01784
NFRAN_0173	K01784
NADRNF5_2160	K06937
NADRNF5_2161	K23356
NADRNF5_2162	K03709
NADRNF5_2166	K06965
NADRNF5_2167	K03926
NADRNF5_2171	K01512
NADRNF5_2172	K02886
NADRNF5_2173	K13525
NKOR_00255	K09482
Nmar_0100	K09482
NADRNF5_2175	K03330
NADRNF5_2177	K05967
NADRNF5_2178	K03686
NADRNF5_2179	K04043
NADRNF5_2180	K03687
NADRNF5_2182	K09726
NADRNF5_2184	K01992
NADRNF5_2185	K01990
NADRNF5_2187	K03724
NADRNF5_2189	K04482
NADRNF5_2190	K04796
NADRNF5_2191	K00789
NADRNF5_2193	K02188
NADRNF5_2194	K02189
NADRNF5_2195	K03795
NADRNF5_2196	K06042
NADRNF5_2197	K02224
NADRNF5_2198	K19221
NADRNF5_2199	K03237
NADRNF5_2200	K11130
NADRNF5_2201	K07151
NADRNF5_2203	K07158
NADRNF5_2204	K03242
NADRNF5_2205	K02991
NADRNF5_2208	K01951
NADRNF5_2209	K09118
NADRNF5_2210	K02683
NADRNF5_2211	K18882
NADRNF5_2212	K01151
NADRNF5_2213	K01880
NKOR_00010	K01776
NKOR_00015	K05936
NKOR_00020	K03394
NKOR_00025	K02191
NKOR_00040	K09128
NKOR_00050	K10773
NKOR_00060	K01880
NKOR_00065	K01151
NKOR_00070	K18882
NKOR_00075	K02683
NKOR_00080	K09118
NKOR_00085	K01951
NKOR_00100	K02991
NKOR_00105	K03242
NKOR_00110	K07158
NKOR_00120	K07151
NKOR_00125	K11130
NKOR_00130	K03237
NKOR_00135	K19221
NKOR_00140	K02224
NKOR_00145	K06042
NKOR_00150	K03795
NKOR_00155	K02189
NKOR_00160	K02188
NKOR_00170	K00789
NPIRD3C_0136	K04796
NKOR_00180	K04482
NKOR_00185	K03724
NPIRD3C_0131	K01990
NPIRD3C_0131	K01990
NKOR_00205	K01992
NKOR_00215	K09726
NKOR_00225	K03687
NKOR_00230	K04043
NKOR_00235	K03686
NKOR_00240	K05967
NKOR_00250	K03330
NKOR_00255	K09482
NKOR_00260	K14952
NKOR_00265	K13525
NKOR_00270	K02886
NKOR_00275	K01512
NKOR_00295	K03926
Nmar_0109	K06965
NKOR_00315	K07496
NKOR_00330	K03709
NKOR_00335	K23356
NKOR_00340	K06937
NKOR_00355	K04034
NKOR_00360	K13010
NKOR_00385	K01784
NKOR_00405	K03574
NKOR_00410	K02377
NKOR_00430	K00067
NKOR_00435	K07031
NKOR_00440	K03271
NKOR_00445	K03273
NKOR_00455	K01790
NKOR_00465	K00978
NKOR_00475	K15894
NKOR_00480	K08080
NKOR_00485	K07257
NKOR_00515	K00604
NKOR_00530	K13010
SU86_007140	K15916
NADRNF5_2113	K15916
NKOR_00545	K01784
NKOR_00550	K08963
NKOR_00570	K00059
NKOR_00680	K14260
NKOR_00695	K06988
NKOR_00700	K15634
NKOR_00710	K02275
NKOR_00715	K02274
NKOR_00740	K03413
NKOR_00760	K00826
NKOR_00770	K00928
NKOR_00795	K06196
NKOR_00840	K03469
NPIRD3C_0595	K18593
NPIRD3C_0595	K18593
NKOR_00855	K14534
NKOR_00865	K13280
NKOR_00875	K03671
NKOR_00900	K01464
NKOR_00910	K06990
NKOR_00915	K09141
NKOR_00920	K04069
NKOR_00930	K01807
NPIRD3C_0612	K04796
NKOR_00950	K01470
NKOR_00955	K01433
NKOR_00960	K15778
Nmar_0225	K02936
NKOR_00970	K02979
NKOR_00975	K02896
NKOR_00980	K00940
NKOR_00985	K03243
NKOR_00990	K03671
NKOR_01005	K24956
NKOR_01010	K06996
NKOR_01025	K01892
NKOR_01030	K03264
NKOR_01045	K04801
NKOR_01050	K09723
NKOR_01055	K10726
NPIRD3C_0635	K03726
Nmar_0243	K03726
Nmar_0244	K01001
NKOR_01085	K09791
Nmar_0247	K18855
Nmar_0247	K18855
Nmar_0248	K00826
NPIRD3C_0641	K00826
NKOR_01115	K00528
NKOR_01135	K00239
NKOR_01140	K00241
NKOR_01145	K00242
NKOR_01150	K00240
NKOR_01160	K01755
NKOR_01170	K02492
NKOR_01180	K00528
NKOR_01185	K01092
NKOR_01195	K04800
NKOR_01205	K18604
NKOR_01210	K18603
NKOR_01215	K18605
NKOR_01220	K24129
NADRNF5_1974	K00330
NPIRD3C_0667	K00331
NKOR_01240	K00333
NKOR_01245	K00337
NKOR_01250	K00338
NKOR_01255	K05578
NPIRD3C_0673	K05576
NKOR_01265	K00342
NKOR_01270	K00341
NKOR_01275	K00343
NKOR_01280	K02523
NKOR_01285	K06137
NKOR_01290	K00762
NKOR_01305	K03789
NKOR_01315	K15429
NKOR_01320	K06174
NKOR_01325	K01255
NKOR_01345	K00615
NKOR_01350	K00615
NKOR_01355	K00616
NKOR_01370	K03284
NKOR_01385	K09721
NKOR_01390	K05710
NPIRD3C_0713	K01885
Nmar_0311	K01885
NKOR_01415	K13787
NKOR_01420	K01823
NKOR_01425	K06981
NKOR_01430	K00869
NKOR_01435	K02967
NKOR_01440	K01689
NKOR_01445	K03058
NKOR_01450	K07477
NKOR_01455	K17759
NKOR_01475	K00820
NKOR_01480	K02986
NKOR_01485	K02952
NKOR_01505	K07238
NKOR_01535	K06898
NKOR_01540	K00024
NKOR_01545	K09121
NKOR_01550	K06864
NKOR_01555	K04487
NVIE_024950	K07498
NKOR_01585	K03053
NKOR_01590	K13798
NKOR_01595	K03041
NKOR_01600	K04796
NKOR_01615	K02908
NKOR_01620	K02600
NKOR_01625	K02950
NKOR_01630	K02992
NKOR_01640	K06940
NKOR_01675	K06877
NKOR_01705	K21929
NKOR_01715	K01869
NKOR_01720	K01872
NKOR_01755	K02869
NKOR_01775	K03413
NKOR_01785	K02864
NKOR_01790	K02863
NKOR_01795	K03718
NKOR_01875	K03413
NKOR_01890	K02867
NKOR_01895	K02601
NKOR_01900	K07342
NKOR_01905	K09716
NKOR_01910	K00567
NKOR_01915	K01759
NKOR_01920	K02885
NKOR_01925	K02912
NKOR_01930	K01610
NKOR_01935	K14647
NKOR_01940	K04564
NKOR_01945	K04797
Nmar_0396	K03110
NPIRD3C_1971	K03110
NKOR_01965	K00611
NKOR_01970	K02881
NKOR_01975	K02988
NKOR_01980	K02907
NKOR_01985	K02876
NKOR_01990	K03076
NKOR_01995	K00939
NKOR_02005	K00945
NKOR_02010	K11131
NKOR_02025	K15736
Nmar_0412	K00015
Nmar_0412	K00015
NKOR_02055	K00174
NKOR_02060	K00175
NKOR_02090	K01703
NKOR_02095	K01704
NKOR_02100	K01703
NKOR_02105	K01704
NKOR_02110	K00966
NKOR_02115	K02996
NKOR_02120	K02871
NKOR_02125	K02883
NKOR_02130	K03047
NKOR_02140	K14574
NKOR_02145	K03679
NKOR_02150	K11600
NKOR_02155	K12589
NKOR_02160	K02921
NKOR_02170	K04798
Nmar_0437	K10848
NPIRD3C_1925	K10848
NKOR_02185	K07060
NKOR_02190	K00858
NKOR_02195	K01011
NKOR_02220	K03455
NKOR_02235	K02866
NKOR_02240	K01170
NKOR_02275	K02472
NKOR_02280	K01567
NKOR_02285	K00752
NKOR_02315	K00505
NPIRD3C_1820	K14741
NKOR_02470	K01990
NKOR_02475	K01992
NKOR_02485	K07220
NKOR_02490	K03306
NKOR_02495	K07086
NKOR_02505	K03892
NKOR_02510	K03741
NKOR_02515	K06188
NKOR_02520	K01845
NKOR_02525	K01749
NKOR_02530	K02303
NKOR_02535	K01719
NKOR_02540	K09014
NKOR_02545	K09014
NKOR_02550	K05710
NKOR_02555	K11717
NKOR_02560	K04488
NPIRD3C_1780	K00927
NKOR_02605	K06950
NKOR_02615	K01698
NKOR_02620	K02492
NKOR_02625	K24866
NKOR_02630	K22225
NKOR_02660	K09131
NKOR_02665	K09013
NKOR_02670	K03124
NKOR_02680	K03105
NKOR_02685	K02995
NKOR_02690	K06024
NKOR_02695	K05896
NKOR_02700	K13953
NKOR_02705	K22010
NKOR_02715	K06940
NPIRD3C_1752	K03236
NPIRD3C_1751	K03704
NKOR_02735	K03263
NKOR_02740	K06927
NKOR_02745	K03106
NKOR_02750	K07583
NKOR_02760	K02977
NKOR_02770	K09763
NKOR_02775	K15635
NKOR_02780	K00965
NKOR_02790	K00621
NKOR_02795	K00966
NKOR_02800	K21219
NKOR_02815	K03147
NKOR_02820	K03574
NKOR_02825	K04517
NKOR_02830	K00812
NKOR_02835	K01736
NKOR_02840	K00800
NKOR_02845	K00891
NKOR_02850	K00014
NKOR_02855	K03785
NKOR_02860	K11646
NKOR_02865	K16306
NKOR_02870	K11784
NKOR_02875	K03182
NKOR_02895	K03564
NPIRD3C_1713	K09866
NKOR_02915	K19784
NKOR_02945	K01246
NKOR_02960	K02217
NKOR_02985	K07006
NKOR_03000	K04566
NKOR_03005	K07739
NKOR_03025	K07636
NKOR_03035	K01933
NKOR_03040	K06869
NKOR_03055	K04751
NKOR_03060	K04751
NKOR_03065	K03320
NKOR_03075	K07301
NKOR_03080	K03592
NKOR_03085	K11781
NKOR_03090	K11780
NKOR_03120	K06878
NKOR_03125	K03120
NKOR_03140	K01265
NKOR_03155	K09140
NKOR_03160	K02035
NKOR_03170	K08979
NKOR_03180	K07143
NKOR_03185	K03113
NKOR_03195	K03124
NKOR_03200	K14941
NKOR_03205	K11212
NKOR_03230	K17830
NKOR_03240	K09120
NKOR_03250	K00020
NKOR_03290	K04479
NKOR_03310	K03124
NKOR_03315	K04751
NKOR_03345	K03622
NKOR_03360	K06869
NKOR_03365	K00809
NKOR_03370	K01858
NKOR_03375	K13566
NKOR_03380	K03529
NKOR_03390	K18911
NKOR_03405	K01881
NKOR_03415	K01079
NKOR_03420	K12234
NKOR_03430	K04085
NKOR_03435	K12339
NKOR_03450	K00384
NKOR_03485	K00024
NKOR_03495	K22699
NKOR_03500	K00392
NKOR_03505	K01011
NKOR_03520	K06944
NKOR_03530	K22223
NKOR_03535	K01887
NKOR_03555	K07442
NKOR_03560	K17758
NKOR_03570	K15977
NPIRD3C_1552	K03433
NKOR_03585	K00003
NKOR_03590	K07305
NKOR_03610	K01895
NKOR_03620	K04799
NKOR_03635	K19286
NKOR_03680	K02034
NKOR_03685	K02033
NKOR_03700	K00537
NKOR_03720	K07159
NKOR_03740	K04564
NKOR_03815	K18285
NKOR_03845	K11785
NKOR_03855	K03234
NKOR_03865	K15342
NKOR_03945	K03183
NKOR_03985	K06893
NKOR_03990	K06911
NKOR_04130	K00588
NKOR_04180	K03498
NKOR_04240	K06863
NKOR_04245	K03186
NKOR_04255	K03116
NKOR_04260	K03118
NKOR_04275	K23264
Nmar_0779	K23265
Nmar_0779	K23265
NKOR_04295	K23269
NKOR_04300	K00764
NKOR_04320	K01923
NKOR_04375	K02933
NKOR_04380	K02994
NKOR_04385	K02954
NKOR_04390	K02931
NKOR_04395	K02987
NKOR_04400	K02895
NKOR_04405	K02874
NKOR_04410	K02961
NKOR_04415	K03538
NKOR_04420	K02904
NKOR_04425	K02982
NKOR_04430	K02890
NKOR_04435	K02965
NKOR_04440	K02892
NKOR_04445	K02930
NKOR_04450	K02906
NKOR_04455	K09142
NKOR_04460	K03432
NKOR_04465	K09738
NKOR_04485	K06196
NKOR_04490	K00639
NKOR_04495	K01012
NKOR_04505	K07114
NKOR_04515	K03924
NKOR_04520	K00833
NKOR_04525	K01935
NKOR_04550	K01641
NKOR_04585	K00150
NKOR_04590	K03699
NKOR_04595	K01733
NKOR_04645	K07068
NPIRD3C_1361	K00626
Nmar_0841	K00626
NKOR_04660	K00320
NKOR_04670	K00966
NKOR_04685	K01589
NKOR_04690	K01588
NKOR_04695	K01754
NKOR_04705	K01768
NKOR_04720	K01759
NKOR_04750	K00798
NKOR_04755	K07023
NKOR_04785	K23356
NKOR_04815	K04748
NKOR_04830	K07332
NKOR_04835	K07333
NKOR_04850	K07991
NKOR_04855	K23356
NKOR_04875	K00812
NKOR_04880	K01895
NKOR_04890	K02434
NKOR_04895	K02433
NKOR_04905	K09759
NKOR_04920	K06863
NKOR_04925	K01473
NKOR_04930	K07243
NKOR_04975	K03265
NKOR_04980	K02503
NKOR_04995	K01687
NKOR_05130	K01657
NKOR_05135	K01658
NKOR_05140	K00766
NKOR_05145	K01609
NKOR_05150	K01696
NKOR_05155	K01695
NKOR_05170	K01937
NPIRD3C_1258	K00858
Nmar_0923	K02976
NKOR_05195	K17884
NKOR_05200	K01480
NKOR_05205	K01868
NKOR_05215	K00809
NKOR_05225	K02975
NPIRD3C_1246	K03014
NKOR_05240	K03622
NKOR_05245	K07108
NKOR_05250	K01953
NKOR_05270	K02548
NKOR_05280	K23255
NKOR_05310	K07332
NKOR_05315	K07333
NKOR_05320	K07333
NKOR_05325	K23356
NKOR_05345	K03769
NKOR_05370	K01493
NKOR_05375	K02319
NKOR_05380	K15383
NKOR_05385	K01803
NKOR_05390	K01006
NKOR_05400	K05606
NKOR_05405	K01848
NKOR_05410	K07588
NKOR_05420	K13722
NKOR_05425	K01849
NKOR_05430	K00053
NKOR_05435	K00952
NKOR_05455	K01874
NKOR_05460	K01251
NKOR_05465	K05710
NKOR_05470	K01916
NKOR_05475	K01883
NKOR_05500	K09149
NKOR_05520	K22585
NKOR_05525	K02016
NKOR_05530	K01183
NKOR_05540	K22491
NKOR_05545	K06942
NKOR_05555	K06929
NKOR_05565	K03524
NKOR_05580	K03124
NKOR_05585	K07101
NPIRD3C_1158	K22881
NPIRD3C_1158	K22881
NKOR_05605	K03821
NKOR_05620	K05714
NKOR_05630	K07304
NKOR_05670	K01845
NKOR_05725	K02503
NKOR_05740	K15016
NKOR_05760	K03059
NSED_06085	K02946
NKOR_05770	K03231
NKOR_05775	K01622
NKOR_05785	K10747
NKOR_05795	K01170
NKOR_05855	K01768
NKOR_05870	K01652
NKOR_05915	K03124
NKOR_05945	K02483
NKOR_06015	K10674
NKOR_06020	K06720
NKOR_06025	K00836
NKOR_06030	K06718
NKOR_06040	K03236
NKOR_06045	K03124
NKOR_06070	K03497
NKOR_06105	K05802
NPIRD3C_1087	K03308
NPIRD3C_1087	K03308
NKOR_06160	K00721
NKOR_06265	K00368
NKOR_06305	K07090
NKOR_06310	K07090
NKOR_06320	K09005
NPIRD3C_1062	K06865
NPIRD3C_1062	K06865
NKOR_06350	K03413
NKOR_06360	K07678
NKOR_06365	K03568
NKOR_06370	K21929
NKOR_06375	K03652
NKOR_06395	K02031
NKOR_06405	K09759
NKOR_06420	K00052
NKOR_06430	K01649
NKOR_06435	K01653
NKOR_06440	K01652
NKOR_06450	K08321
NKOR_06455	K00008
