Name	number_unique_genes	number_multiple_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_missing_genes
Nitrosopumilus_adriaticus_strain_NF5_renamed	106	5	11	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01269.12,PF13685.1,PF04104.9,TIGR00458,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03684,TIGR00270,TIGR03653,TIGR02389,TIGR03673
Nitrosopumilus_maritimus_SCM1_renamed	107	5	10	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01269.12,PF13685.1,PF01984.15,TIGR00458,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03684,TIGR00270,TIGR02389,TIGR03673
Nitrosotenuis_cloacae_strain_SAT1_renamed	107	5	10	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF13685.1,PF01984.15,TIGR00458,TIGR00324,TIGR00936	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03684,TIGR00270,TIGR03653,TIGR02389,TIGR03673
XS83_01_renamed	77	25	20	PF01868.11,PF01655.13,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR01020,TIGR00293,TIGR00490,TIGR03677,TIGR00291,TIGR00064,TIGR03629,TIGR00021,TIGR03672,TIGR01077,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR00240,TIGR02076,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR02651,TIGR00323,TIGR03683,TIGR00491,TIGR00422,TIGR00279,TIGR00308,TIGR00456,TIGR00549,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR00283,TIGR00425,TIGR00448	PF01092.14,PF13685.1,PF02978.14,PF01198.14,TIGR00468,TIGR01060,TIGR00389,TIGR01012,TIGR00458,TIGR00670,TIGR00111,TIGR01213,TIGR02390,TIGR02338,TIGR00037,TIGR00336,TIGR00134,TIGR03680,TIGR00392,TIGR01052,TIGR00408,TIGR00432,TIGR00324,TIGR00405,TIGR03665	PF01282.14,PF01864.12,PF01866.12,TIGR03627,TIGR02258,TIGR03636,TIGR03722,TIGR03684,TIGR00270,TIGR03671,TIGR00335,TIGR03674,TIGR02236,TIGR00658,TIGR00442,TIGR00398,TIGR03670,TIGR02389,TIGR03673,TIGR01008
Thaumarchaeota_archaeon_strain_DS1_renamed	99	3	20	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF13685.1,PF02978.14,PF04919.7,PF01984.15,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR00670,TIGR00064,TIGR03629,TIGR00021,TIGR00111,TIGR01077,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01269.12,TIGR02651,TIGR00658	PF04104.9,PF01864.12,PF02006.11,PF01200.13,TIGR03627,TIGR03677,TIGR03672,TIGR03684,TIGR01213,TIGR00521,TIGR00240,TIGR00336,TIGR02153,TIGR00392,TIGR00432,TIGR03626,TIGR03670,TIGR00337,TIGR02389,TIGR03673
Thaumarchaeota_archaeon_UBA164_renamed	100	3	19	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF01269.12,PF00466.15,PF01015.13,PF13685.1,PF04919.7,PF01984.15,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR00291,TIGR00670,TIGR00064,TIGR03629,TIGR00021,TIGR00111,TIGR01077,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03670,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	TIGR00458,TIGR02651,TIGR00658	PF00827.12,PF02978.14,PF04104.9,PF01864.12,PF02006.11,TIGR00468,TIGR03627,TIGR03722,TIGR03672,TIGR03684,TIGR01213,TIGR00521,TIGR00240,TIGR00336,TIGR00432,TIGR03626,TIGR00337,TIGR02389,TIGR03673
Nitrosarchaeum_limnium_BG20_renamed	96	10	16	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF00410.14,PF01798.13,PF01990.12,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR01012,TIGR00490,TIGR03677,TIGR00458,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02651,TIGR03674,TIGR00323,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF00368.13,PF13685.1,PF04104.9,PF07541.7,PF01866.12,TIGR00389,TIGR00335,TIGR02153,TIGR00134,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03672,TIGR00111,TIGR03684,TIGR00270,TIGR00521,TIGR03680,TIGR00442,TIGR03653,TIGR02389,TIGR03673
Nitrosarchaeum_koreense_MY1_renamed	107	3	12	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF13685.1,TIGR00458,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03672,TIGR03684,TIGR00270,TIGR03653,TIGR02389,TIGR03673
XS83_02_renamed	76	26	20	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR01060,TIGR01020,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00064,TIGR03629,TIGR00021,TIGR01077,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00240,TIGR02076,TIGR01025,TIGR00471,TIGR02153,TIGR03674,TIGR00323,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00422,TIGR00279,TIGR00442,TIGR00456,TIGR00264,TIGR00982,TIGR01952,TIGR00337,TIGR00936,TIGR01309,TIGR03653,TIGR00042,TIGR02389,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR00448	PF01269.12,PF13685.1,PF02978.14,PF01798.13,PF01191.14,TIGR00468,TIGR00458,TIGR00670,TIGR00111,TIGR01213,TIGR02390,TIGR02338,TIGR00037,TIGR00335,TIGR00336,TIGR00522,TIGR02651,TIGR00134,TIGR00392,TIGR01052,TIGR00308,TIGR00408,TIGR00432,TIGR00324,TIGR01018,TIGR03665	PF01282.14,PF01864.12,PF01866.12,TIGR03627,TIGR02258,TIGR03636,TIGR03722,TIGR03672,TIGR03684,TIGR00270,TIGR00521,TIGR03671,TIGR00658,TIGR00398,TIGR00549,TIGR03626,TIGR03670,TIGR01046,TIGR00463,TIGR03673
HM45_Bin1_renamed	72	23	27	PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01990.12,PF07541.7,PF04019.7,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00291,TIGR00021,TIGR03672,TIGR01077,TIGR01213,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00335,TIGR03674,TIGR00323,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR01052,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR00337,TIGR00463,TIGR01309,TIGR00042,TIGR02389,TIGR00307,TIGR01008,TIGR00283,TIGR00405,TIGR03665,TIGR00448	PF01000.21,PF13685.1,PF01496.14,TIGR00468,TIGR00490,TIGR03677,TIGR00458,TIGR00111,TIGR00521,TIGR00037,TIGR02076,TIGR01025,TIGR00471,TIGR00336,TIGR02153,TIGR02651,TIGR00134,TIGR00392,TIGR00432,TIGR00324,TIGR03670,TIGR00373,TIGR00425	PF01868.11,PF01282.14,PF01269.12,PF02978.14,PF01798.13,PF01864.12,PF00900.15,TIGR03627,TIGR03636,TIGR03722,TIGR00670,TIGR00064,TIGR03629,TIGR03684,TIGR01080,TIGR00270,TIGR00522,TIGR00658,TIGR00422,TIGR00279,TIGR00442,TIGR00408,TIGR01046,TIGR01018,TIGR00936,TIGR03653,TIGR03673
Thaumarchaeota_archaeon_strain_BS3_renamed	88	8	26	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00827.12,PF01269.12,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF01157.13,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR00293,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR00670,TIGR00064,TIGR03629,TIGR00021,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR00521,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00336,TIGR00522,TIGR02153,TIGR03674,TIGR00323,TIGR00134,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00549,TIGR00432,TIGR00264,TIGR00982,TIGR03626,TIGR01046,TIGR01018,TIGR00936,TIGR01309,TIGR03653,TIGR00042,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR03665,TIGR00448	PF00368.13,PF13685.1,TIGR02258,TIGR02651,TIGR00456,TIGR00324,TIGR00337,TIGR00307	PF01282.14,PF00466.15,PF04104.9,PF01864.12,PF02006.11,PF01191.14,PF01866.12,PF00687.16,PF13656.1,TIGR03627,TIGR00389,TIGR03672,TIGR03684,TIGR03671,TIGR00240,TIGR00471,TIGR02236,TIGR03683,TIGR00279,TIGR00408,TIGR01952,TIGR03670,TIGR00463,TIGR02389,TIGR03673,TIGR00405
HM81_Bin2_renamed	65	22	35	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01990.12,PF07541.7,PF04019.7,PF02006.11,PF01191.14,PF01866.12,PF01198.14,PF00687.16,PF01194.12,PF01200.13,PF13656.1,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR01012,TIGR00490,TIGR03677,TIGR00064,TIGR00021,TIGR00111,TIGR01077,TIGR01080,TIGR00729,TIGR01038,TIGR03628,TIGR03671,TIGR00240,TIGR02338,TIGR00037,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR00491,TIGR00658,TIGR00279,TIGR00442,TIGR00308,TIGR00456,TIGR00549,TIGR00432,TIGR00264,TIGR00982,TIGR00337,TIGR00936,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00405,TIGR00448	PF13685.1,PF01798.13,PF01496.14,PF01280.15,TIGR00468,TIGR00389,TIGR00458,TIGR00291,TIGR00670,TIGR02076,TIGR00336,TIGR02651,TIGR00134,TIGR03680,TIGR01052,TIGR00398,TIGR00408,TIGR00324,TIGR01952,TIGR01018,TIGR01309,TIGR03665	PF01282.14,PF00827.12,PF01269.12,PF01864.12,PF00900.15,PF01090.14,PF01157.13,PF03874.11,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03672,TIGR03684,TIGR01213,TIGR00501,TIGR00270,TIGR01028,TIGR00521,TIGR02390,TIGR00335,TIGR03674,TIGR00323,TIGR02236,TIGR03683,TIGR00392,TIGR00422,TIGR03626,TIGR03670,TIGR01046,TIGR00463,TIGR03653,TIGR02389,TIGR03673,TIGR00425
SMM_01_renamed	60	9	53	PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF13685.1,PF02978.14,PF04919.7,PF04104.9,PF00410.14,PF01798.13,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF01157.13,PF01191.14,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF01280.15,TIGR00468,TIGR01060,TIGR02258,TIGR00293,TIGR00490,TIGR00291,TIGR00064,TIGR00021,TIGR03672,TIGR00729,TIGR00270,TIGR01028,TIGR03671,TIGR00240,TIGR02338,TIGR00335,TIGR00471,TIGR02651,TIGR00323,TIGR00134,TIGR00658,TIGR00442,TIGR00398,TIGR00456,TIGR00549,TIGR00264,TIGR00982,TIGR00337,TIGR01018,TIGR00936,TIGR00042,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01496.14,TIGR00389,TIGR00458,TIGR00336,TIGR03680,TIGR01052,TIGR00408,TIGR00324,TIGR00373	PF01868.11,PF01282.14,PF01000.21,PF01984.15,PF01864.12,PF01990.12,PF02006.11,PF01866.12,PF01200.13,PF13656.1,TIGR03627,TIGR01020,TIGR01012,TIGR03677,TIGR03636,TIGR03722,TIGR00670,TIGR03629,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR01038,TIGR03628,TIGR00521,TIGR02390,TIGR00037,TIGR02076,TIGR01025,TIGR00522,TIGR02153,TIGR03674,TIGR02236,TIGR03683,TIGR00491,TIGR00392,TIGR00422,TIGR00279,TIGR00308,TIGR00432,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR01008
F_renamed	69	7	46	PF01868.11,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF13685.1,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR01060,TIGR01020,TIGR00293,TIGR01012,TIGR03677,TIGR00291,TIGR00670,TIGR00021,TIGR03672,TIGR01038,TIGR03671,TIGR00240,TIGR02338,TIGR00037,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR00323,TIGR03680,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00408,TIGR00432,TIGR00264,TIGR00337,TIGR00936,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665	PF01000.21,PF01990.12,TIGR00468,TIGR02258,TIGR00658,TIGR00456,TIGR00324	PF01282.14,PF02978.14,PF04919.7,PF01864.12,TIGR03627,TIGR00389,TIGR00490,TIGR03636,TIGR03722,TIGR00458,TIGR00064,TIGR03629,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR00270,TIGR03628,TIGR01028,TIGR00521,TIGR02390,TIGR02076,TIGR02153,TIGR02651,TIGR03674,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00392,TIGR00422,TIGR00398,TIGR00549,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR02389,TIGR03673,TIGR00448
Thaumarchaeota_YK1309_1N_NP_iota	101	8	13	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF04104.9,PF00410.14,PF01798.13,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00064,TIGR00021,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR02236,TIGR03683,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF13685.1,PF01984.15,PF01990.12,PF01496.14,TIGR00458,TIGR00134,TIGR00491,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR00670,TIGR03629,TIGR03672,TIGR03684,TIGR00270,TIGR02338,TIGR02389,TIGR03673
